"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"REVISTA EUREKA SOBRE ENSENANZA Y DIVULGACION DE LAS CIENCIAS","1697-011X","1697-011X","UNIV CADIZ, DEPT DIDACTICA","FAC CIENCIAS EDUC, UNIV CADIZ, AVDA REPUBLICA SAHARAUI S-N, CADIZ, SPAIN, PUERTO REAL, 11519","English, Spanish","Social Sciences, General | Education & Educational Research"
"REVISTA EVIDENCIACAO CONTABIL & FINANCAS","2318-1001","2318-1001","UNIV FEDERAL PARAIBA","CIDADE UNIV, JOAO PESSOA, BRAZIL, PB 58059-900","Portuguese","Economics & Business | Business, Finance"
"REVISTA FACULTAD DE INGENIERIA-UNIVERSIDAD DE ANTIOQUIA","0120-6230","2422-2844","IMPRENTA UNIV ANTIOQUIA","67 N 53-108, BLOQUE 28, CIUDAD UNIV, UNIV ANTIQUIA, MEDELLIN, COLOMBIA, 00000","English","Engineering, Multidisciplinary | Engineering"
"REVISTA FACULTAD DE INGENIERIA, UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA","0121-1129","2357-5328","UNIV PEDAGOGICA & TECNOLOGICA COLOMBIA","AVE CENTRAL NORTE, KM 3 VIA PAIPA, TUNJA, COLOMBIA, BOYACA, 00000","English, Spanish","Engineering, Multidisciplinary | Engineering"
"REVISTA FINANZAS Y POLITICA ECONOMICA","2248-6046","2011-7663","UNIV CATOLICA COLOMBIA, FAC ECONOMIA","AV CARACAS 46-72, BOGOTA, COLOMBIA, 00000","Spanish","Economics | Economics & Business"
"REVISTA FORESTAL MESOAMERICA KURU-RFMK","2215-2504","2215-2504","INST TECNOLOGICO COSTA RICA","APDO 159, CARTAGO, COSTA RICA, 7050","Portuguese, Spanish","Forestry | Environment/Ecology"
"REVISTA FORMACAO ONLINE","2178-7298","1517-543X","UNIV ESTADUAL PAULISTA JULIO MESQUITA FILHO","RUA HUMAITA, 1680, CAIXA POSTAL 331, ARARAQUARIA, BRAZIL, SAO PAULO SP, 14801-903","Portuguese","Social Sciences, General | Geography"
"REVISTA FUENTES","2172-7775","2172-7775","UNIV SEVILLA, FAC CIENCIAS EDUCACION","C/ PIROTECNIA, S-N 41013, SEVILLA, SPAIN, 00000","Spanish","Social Sciences, General | Education & Educational Research"
"REVISTA GEDECON REVISTA GESTAO E DESENVOLVIMENTO EM CONTEXTO","1982-3266","2318-9150","UNIV CRUZ ALTA","CAMPUS UNIV DR ULYSSES GUIMARAES, RODOVIA MUNICIPAL JACOB DELLA MEA KM 5 6, CRUZ ALTA, BRAZIL, RS 98020-290","Portuguese","Social Sciences, General | Social Sciences, Interdisciplinary"
"REVISTA GEINTEC-GESTAO INOVACAO E TECNOLOGIAS","2237-0722","2237-0722","ASSOC ACAD PROPRIEDADE INTELECTUAL","RUA JOSUE C CUNHA 395, DISTRICT COROA DO MEIO, ARACAJU, BRAZIL, SERGIPE, 00000","Portuguese","Management | Economics & Business"
"REVISTA GENERAL DE DERECHO ADMINISTRATIVO","1696-9650","1696-9650","IUSTEL","C PRINCESA NO 29, 2A DCHA, MADRID, SPAIN, 28008","","Social Sciences, General | Law"
"REVISTA GENERAL DE DERECHO CANONICO Y DERECHO ECLESIASTICO DEL ESTADO","1696-9669","1696-9669","IUSTEL","C PRINCESA NO 29, 2A DCHA, MADRID, SPAIN, 28008","","Social Sciences, General | Law"
"REVISTA GENERAL DE DERECHO CONSTITUCIONAL","1886-7650","1886-6212","IUSTEL","C PRINCESA NO 29, 2A DCHA, MADRID, SPAIN, 28008","","Law"
"REVISTA GENERAL DE DERECHO EUROPEO","1696-9634","1696-9634","IUSTEL","C PRINCESA NO 29, 2A DCHA, MADRID, SPAIN, 28008","","Social Sciences, General | Law"
"REVISTA GENERAL DE DERECHO PENAL","1698-1189","1698-1189","IUSTEL","C PRINCESA NO 29, 2A DCHA, MADRID, SPAIN, 28008","","Social Sciences, General | Law"
"REVISTA GENERAL DE DERECHO PROCESAL","1696-9642","1696-9642","IUSTEL","C PRINCESA NO 29, 2A DCHA, MADRID, SPAIN, 28008","","Social Sciences, General | Law"
"REVISTA GENERAL DE DERECHO PUBLICO COMPARADO","1988-5091","1988-5091","IUSTEL","C PRINCESA NO 29, 2A DCHA, MADRID, SPAIN, 28008","","Social Sciences, General | Law"
"REVISTA GENERAL DE DERECHO ROMANO","1697-3046","1697-3046","IUSTEL","C PRINCESA NO 29, 2A DCHA, MADRID, SPAIN, 28008","","Social Sciences, General | Law"
"REVISTA GENERAL DE INFORMACION Y DOCUMENTACION","1132-1873","1988-2858","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","Spanish","Social Sciences, General | Information Science & Library Science"
"REVISTA GENERAL DEL DERECHO DEL TRABAJO Y DE LA SEGURIDAD SOCIAL","1696-9626","1696-9626","IUSTEL","C PRINCESA NO 29, 2A DCHA, MADRID, SPAIN, 28008","","Social Sciences, General | Law"
"REVISTA GENERO & DIREITO","2177-0409","2179-7137","UNIV FEDERAL PARAIBA","CIDADE UNIV, JOAO PESSOA, BRAZIL, PB 58059-900","Portuguese","Social Sciences, General | Social Issues"
"REVISTA GEOARAGUAIA","1809-094X","2236-9716","UNIV FEDERAL MATO GROSSO","CAMPUS UNIV ARAGUAIA, INST CIENCIAS HUMANA SOCIAIS, AVE GOVERNADOR JAMIE CAMPOS, NO 6 390, BARRA DO GARCAS, BRAZIL, CEP78600-000","","Social Sciences, General | Geography"
"REVISTA GEOGRAFICA DE AMERICA CENTRAL","1011-484X","2215-2563","UNIV NACL, ESCUELA CIENCIAS GEOGRAFICAS","APDO 86, HEREDIA, COSTA RICA, 3000","Portuguese, Spanish","Social Sciences, General | Geography"
"REVISTA GEOGRAFICA VENEZOLANA","1012-1617","2244-8853","UNIV ANDES, INST GEOGRAFIA & CONSERVACION RECURSOS NATURALES","VIA LOS CHORRAS DE MILLA, MERIDA, VENEZUELA, 5101","","Social Sciences, General | Geography"
"REVISTA GESTAO ORGANIZACIONAL","1983-6635","1983-6635","UNIV COMUNITARIA REGIONAL CHAPECO-UNOCHAPECO","AVE SENADOR ATTILIO FONTANA, 591-E, BAIRRO EFAPI, CAIXA POSTAL 1141 CHAPECO, SANTA CATARINA, BRAZIL, 89809-000","","Management | Economics & Business"
"REVISTA GESTAO & TECNOLOGIA-JOURNAL OF MANAGEMENT AND TECHNOLOGY","1677-9479","2177-6652","FUNDACAO PEDRO LEOPOLDO","AV LINCOLN DIOGO VIANA 830, PEDRO LEOPOLDO, BRAZIL, MG 33600-000","","Management | Economics & Business"
"REVISTA GESTION DE LA EDUCACION","2215-2288","2215-2288","UNIV COSTA RICA, ESCUELA ADM EDUCATIVA","SEDE RODRIGO FACIO, SAN PEDRO MONTES OCA, SAN JOSE, COSTA RICA, 00000","","Social Sciences, General | Education & Educational Research"
"REVISTA GESTION DE LAS PERSONAS Y TECNOLOGIA","0718-5693","0718-5693","UNIV SANTIAGO CHILE, FAC TECNOLOGICA","AV ALAMEDA LIBERTADOR BERNARDO O HIGGINS 3363, SANTIA, CHILE, 00000","Spanish","Management | Economics & Business"
"REVISTA HABITAT SUSTENTABLE","0719-0700","0719-0700","UNIV BIO-BIO","DEPT ARCHITECTURAL DESIGN & THEORY, AVENIDA COLLAO 1202, CASILLA 5-C, CONCEPCION, CHILE, 00000","Portuguese, Spanish","Engineering, Environmental | Engineering"
"REVISTA HISPANICA MODERNA","0034-9593","1944-6446","UNIV PENNSYLVANIA PRESS","3905 SPRUCE STREET, PHILADELPHIA, USA, PA, 19104-4112","","Literature, Romance"
"REVISTA HISPANOAMERICANA DE HERNIA","2255-2677","2255-2677","ARAN EDICIONES, S L","C/ CASTELLO, 128, 1O, MADRID, SPAIN, 28006","","Clinical Medicine | Surgery"
"REVISTA HISTORIA AUTONOMA","2254-8726","2254-8726","ASOC HISTORIA AUTONOMA","TOMAS Y VALIENTE 1, MADRID, SPAIN, 28049","English, Spanish","History"
"REVISTA HISTORIA-DEBATES E TENDENCIAS","1517-2856","2238-8885","UNIV PASSO FUNDO","BR 285 SAO JOSE, PASSO FUNDO, BRAZIL, RS, CEP99052-900","English, French, Italian, Portuguese, Spanish","History | Social Sciences, General"
"REVISTA HUMANIDADES","2215-2253","2215-3934","UNIV COSTA RICA, EDITORIAL","SEDE RODRIGO FACIO BRENES, MONTES DE OCA, SAN JOSE, COSTA RICA, 00000","Spanish","Humanities, Multidisciplinary"
"REVISTA IBERO-AMERICANA DE CIENCIA DA INFORMACAO","1983-5213","1983-5213","UNIV BRASILIA, DEPT CIENCIA INFORMACAO","CAIXA POSTAL 15-3011, BRASILIA, BRAZIL, DF, 00000","English, Portuguese, Spanish","Social Sciences, General | Information Science & Library Science"
"REVISTA IBEROAMERICANA DE CIENCIAS DE LA ACTIVIDAD FISICA Y EL DEPORTE","2255-0461","2255-0461","UNIV MALAGA","AVE CERVANTES 2, MALAGA, SPAIN, 29071","English, Spanish","Clinical Medicine | Sport Sciences"
"REVISTA IBEROAMERICANA DE EDUCACION","1022-6508","1681-5653","ORGANIZACION ESTADOS IBEROAMERICANOS EDUCACION CIENCIA & CULTURA-OEI","BRAVO MURILLO 38, MADRID, SPAIN, 28015","Portuguese, Spanish","Social Sciences, General | Education & Educational Research"
"REVISTA IBEROAMERICANA DE ESTUDIOS MUNICIPALES","0718-8838","0719-1790","UNIV AUTONOMA CHILE, INST CHILENO ESTUDIOS MUNICIPALES","GASPAR BANDA, 3810, SAN MIGUEL, SANTIAGO, CHILE, 00000","Portuguese, Spanish","Social Sciences, General | Public Administration"
"REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCACAO","2446-8606","1982-5587","UNIV ESTADUAL PAULISTA-UNESP, FAC CIENCIAS LETRAS ASSIS","CENTRO DOCUMENTACAO & APOIO PESQUISA AV DOM ANTONIO, 2100-PQ UNIV, ASSIS, BRAZIL, SP, CEP-19806900","Portuguese","Social Sciences, General | Education & Educational Research"
"REVISTA IBEROAMERICANA DE PSICOLOGIA DEL EJERCICIO Y EL DEPORTE","1886-8576","2340-7700","REVISTA IBEROAMERICANA PSICOLOGIA EJERCICIO & DEPORTE","REVISTA IBEROAMERICANA PSICOLOGIA EJERCICIO & DEPORTE, SEVILLE, SPAIN, 00000","English, Portuguese, Spanish","Psychiatry/Psychology | Psychology, Applied"
"REVISTA IBEROAMERICANA DE PSICOLOGIA Y SALUD","2171-2069","1989-9246","SOC UNIV INVESTIGACION PSICOLOGIA & SALUD","UNIV A CORUNA, ESCUELA UNIV FISIOTERAPIA, A CORUNA, SPAIN, 15006","","Social Sciences, General | Psychology, Multidisciplinary"
"REVISTA ICONO 14-REVISTA CIENTIFICA DE COMUNICACION Y TECNOLOGIAS","1697-8293","1697-8293","ICONO 14","C/ SALUD, 15 5OD, MADRID, SPAIN, 28013","English, Spanish","Communication | Social Sciences, General"
"REVISTA INCLUSIONES","0719-4706","0719-4706","EDITORIAL CUADERNOS SOFIA","MATUCANANA 700, SANTIAGO CENTRO, SANTIAGO, CHILE, 00000","Spanish","Humanities, Multidisciplinary"
"REVISTA INGENIERIA DE CONSTRUCCION","0716-2952","0718-5073","PONTIFICIA UNIV CATOLICA CHILE, DEPT INGENIERIA & GESTION CONSTRUCCION","AVDA VICUNA MACKENNA 4860, MACUL, CAMPUS SAN JOAQUIN, ED SAN AGUSTIN, PISO 3, CASILLA 306, CORREO 22, SANTIAGO, CHILE, 00000","English, Spanish","Construction & Building Technology | Engineering"
"REVISTA INNOVACIENCIA","2346-075X","2346-075X","UNIV SANTANDER","CALLE 70 NO 55-210, CAMPUS LAGOS CACIQUE, BUCARAMANGA, COLOMBIA, 680001","Spanish","Multidisciplinary | Multidisciplinary Sciences"
"REVISTA INTERNACIONAL DE CIENCIAS PODOLOGICAS","1887-7249","1989-5151","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","","Medicine, General & Internal"
"REVISTA INTERNACIONAL DE COMUNICACION Y DESARROLLO","2386-3730","2386-3730","UNIV SANTIAGO COMPOSTELA","SERVICIO DE PUBLICACIONES E INTERCAMBIO CIENTIFICO, CAMPUS UNIV SUR, SANTIAGO DE COMPOSTELA, SPAIN, 15782","","Communication | Social Sciences, General"
"REVISTA INTERNACIONAL DE EDUCACION MUSICAL","2307-4841","2307-4841","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","","Music"
"REVISTA INTERNACIONAL DE EDUCACION PARA LA JUSTICIA SOCIAL","2254-3139","2254-3139","UNIV AUTONOMA MADRID","UNIV AUTONOMA MADRID, MADRID, SPAIN, 00000","English, Portuguese, Spanish","Social Sciences, General | Education & Educational Research"
"REVISTA INTERNACIONAL DE ESTUDIOS MIGRATORIOS","2173-1950","2173-1950","UNIV ALMERIA","CTRA SACRAMENTO, S-N, LA CANADA DE SAN URBANO, ALMERIA, SPAIN, 04120","English, French, Portuguese, Spanish","Social Sciences, General | Demography"
"REVISTA INTERNACIONAL DE ORGANIZACIONES","2013-570X","1886-4171","UNIV ROVIRA I VIRGILI, PUBLICACIONS U R V","CAMPUS CATALUNYA, AVE CATALUNYA 35, TARRAGONA, SPAIN, 43002","Catalan, English, Spanish","Social Sciences, General | Sociology"
"REVISTA INTERNACIONAL DE PENSAMIENTO POLITICO","1885-589X","1885-589X","FUNDACION TERCER MILENIO","AVDA CARDENAL BUENO MONREAL S-N, EDIF ATS, BO-LOCAL A, SEVILLE, SPAIN, 41013","English, Italian, Portuguese, Spanish","Political Science"
"REVISTA INTERNACIONAL DE RELACIONES PUBLICAS","2174-3681","2174-3681","UNIV MALAGA, INST INVESTIGACION RELACIONES PUBLICAS","CAMPUS TEATINOS, MALAGA, SPAIN, 29071","English, French, Portuguese, Spanish","Communication | Social Sciences, General"
"REVISTA INTERUNIVERSITARIA DE FORMACION DEL PROFESORADO-RIFOP","0213-8646","2530-3791","ASOC UNIV FORMACION PROFESORADO-AUFOP","UNIV ZARAGOZA, FAC EDUC, PEDRO CERBUNA, 12, CAMPUS SAN FRANCISCO, ZARAGOZA, SPAIN, 50009","Spanish","Social Sciences, General | Education & Educational Research"
"REVISTA INVESTIGACIONES ALTOANDINAS-JOURNAL OF HIGH ANDEAN RESEARCH","2306-8582","2313-2957","UNIV NACL ALTIPLANO","SESQUICENTENARIO, PUNO PUNO, PERU, 51","Spanish","Multidisciplinary | Multidisciplinary Sciences"
"REVISTA INVI","0718-1299","0718-8358","UNIV CHILE","INST VIVIENDA INVI, PORTUGAL 84, CASILLA 3387, SANTIAGO, Chile, REPUBLIC CHILE, 00000","Spanish","Urban Studies | Social Sciences, General"
"REVISTA ITECKNE","1692-1798","2339-3483","UNIV SANTO TOMAS","CRA 9 NRO 51 11, BOGOTA, COLOMBIA, 00000","English, Spanish","Engineering, Multidisciplinary | Engineering"
"REVISTA JESUS HISTORICO E SUA RECEPCAO","1983-4810","1983-4810","KLINE EDITORA","UNIV FEDERAL DO RIO DE JANEIRO, INST HISTORIA, LARGO DE SAO FRANCISO DE PAULA, 1/2 ANDAR CENTRO, RIO DE JANEIRO, BRAZIL, RJ, 20051-070","","Religion"
"REVISTA JURIDICA DE CASTILLA Y LEON","1696-6759","2254-3805","JUNTA CASTILLA & LEON, CONSEJERIA PRESIDENCIA & ADM TERRITORIAL","PLAZA CASTILLA & LEON 1, VALLADOLID, SPAIN, 47008","Spanish","Social Sciences, General | Law"
"REVISTA KANINA","0378-0473","2215-2636","UNIV COSTA RICA, EDITORIAL","SEDE RODRIGO FACIO BRENES, MONTES DE OCA, SAN JOSE, COSTA RICA, 00000","Spanish","Literature"
"REVISTA LA PROPIEDAD INMATERIAL","1657-1959","2346-2116","UNIV EXTERNADO COLOMBIA","CALLE 12 NO 1-17 ESTE, BOGOTA, COLOMBIA, 00000","English, Spanish","Social Sciences, General | Law"
"REVISTA LATINA DE COMUNICACION SOCIAL","1138-5820","1138-5820","LABORATORIO TECNOLOGIAS INFORMACION & NUEVOS ANALISIS COMUNICACION SOCIAL","PIRAMIDE CAMPUS GUAJARA, LA LAGUNA, TENERIFE, SPAIN, 38200","English, Spanish","Communication | Social Sciences, General"
"REVISTA LATINOAMERICANA DE DERECHO SOCIAL","1870-4670","","ELSEVIER INC","525 B STREET, STE 1900, SAN DIEGO, USA, CA, 92101-4495","","Social Sciences, General | Law"
"REVISTA LATINOAMERICANA DE ESTUDIOS DE FAMILIA","2145-6445","2215-8758","UNIV CALDAS","CALLE 65 26-10, A A  275, CALDAS, COLOMBIA, 00000","Spanish","Social Sciences, General | Family Studies"
"REVISTA LATINOAMERICANA DE ESTUDIOS SOBRE CUERPOS EMOCIONES Y SOCIEDAD","1852-8759","1852-8759","CONSEJO NACL INVESTIGACIONES CIENTIFICAS & TECNICAS, CENTRO EST AVANCADO","AV GENERAL PAZ 154, 2O PISO, CORDONA, SPAIN, 5000","Portuguese, Spanish","Social Issues"
"REVISTA LATINOAMERICANA DE HIPERTENSION","1856-4550","1856-4550","SOC LATINOAMERICANA HIPERTENSION","ESCUELA  MEDICINA JOSE MARIA VARGAS, CATEDRA FARMACOLOGIA, PISO 3 ESQ-PIRINEOUS, SAN JOSE, VENEZUELA, 00000","","Clinical Medicine | Peripheral Vascular Disease"
"REVISTA LATINOAMERICANA DE LA PAPA","1019-6609","1853-4961","ASOC LATINOAMERICANA PAPA","ASOC LATINOAMERICANA PAPA, BALCARCE, ARGENTINA, 00000","English, Portuguese, Spanish","Agronomy | Agricultural Sciences"
"REVISTA LATINOAMERICANA DE METODOLOGIA DE LA INVESTIGACION SOCIAL","1853-6190","1853-6190","ESTUDIOS SOCIOLOGICOS EDITORA","BILLINGHURST 1260, BUENOS AIRES, ARGENTINA, 1413","Portuguese, Spanish","Social Sciences, General | Social Sciences, Interdisciplinary"
"REVISTA LATINOAMERICANA DE METODOLOGIA DE LAS CIENCIAS SOCIALES","1853-7863","1853-7863","UNIV NAC LA PLATA, FAC HUMANIDADES & CIENCIAS EDUC","CALLE 48 E-6 & 7,PISO 5, OF 517, LA PLATA, ARGENTINA, BUENOS AIRES, 1900","English, Portuguese, Spanish","Social Sciences, General | Social Sciences, Interdisciplinary"
"REVISTA LATINOAMERICANA DE POBLACION","2175-8581","2393-6401","ASOC LATINOAMERICANA POBLACION","ASOC LATINOAMERICANA POBLACION, RIO DE JANEIRO, BRAZIL, 00000","English, Portuguese, Spanish","Social Sciences, General | Demography"
"REVISTA LATINOAMERICANA DE TECNOLOGIA EDUCATIVA-RELATEC","1695-288X","1695-288X","UNIV EXTREMADURA, FAC EDUCACION","AV ELVAS S-N, BADAJOZ, SPAIN, 06071","English, Portuguese, Spanish","Social Sciences, General | Education & Educational Research"
"REVISTA LETRAS","0100-0888","2236-0999","UNIV FEDERAL PARANA, EDITORA","RUA JOAO NEGRAO 280, CURITIBA, PARANA, BRAZIL, 80060-200","","Language & Linguistics"
"REVISTA MAD-REVISTA DEL MAGISTER EN ANALISIS SISTEMICO APLICADO A LA SOCIEDAD","0718-0527","0718-0527","UNIV CHILE, FAC CIENCIAS SOCIALES, DEPT ANTROPOLOGIA","CASILLA 10115, SANTIAGO, CHILE, 00000","Spanish","Social Sciences, General | Social Sciences, Interdisciplinary"
"REVISTA MEDIACAO","1676-2827","2179-9571","UNIV FUNDACAO MINEIRA EDUCACAO & CULTURA-FUMEC","AV AFONSO PENA 3880, BAIRRO CRUZEIRO, BELO HORIZONTE, BRAZIL, MG 30130-00","Portuguese","Communication | Social Sciences, General"
"REVISTA MEDICA DEL URUGUAY","0303-3295","1688-0390","SINDICATO MEDICO URUGUAY","BULEVAR ARTIGAS 1515, MONTEVIDEO, URUGUAY, 11200","Spanish","Clinical Medicine | Medicine, General & Internal"
"REVISTA MEDICA DE ROSARIO","0327-5019","1851-2135","CIRCULO MEDICO DE ROSARIO","SANTA FE, 1798, ROSARIO, ARGENTINA, S2000AUB","Spanish","Clinical Medicine | Medicine, General & Internal"
"REVISTA MEDITERRANEA COMUNICACION-JOURNAL OF COMMUNICATION","1989-872X","1989-872X","UNIV ALICANTE","APARTADO DE CORREOS 99, ALICANTE, SPAIN, 3080","English, Italian, Portuguese, Spanish","Communication | Social Sciences, General"
"REVISTA METROPOLITANA DE SUSTENTABILIDADE","2318-3233","2318-3233","FAC METROPOLITANAS UNIDAS-FMU","AVE LIBERDADE 749 7ANDAR LIBERDADE, SAO PAULO, BRAZIL, CEP01503-001","Portuguese","Social Sciences, General | Environmental Studies"
"REVISTA MEXICANA DE ANALISIS POLITICO Y ADMINISTRACION PUBLICA","2007-4425","2007-4638","UNIV GUANAJUATO","LASCURAIN RETANA 5, CENTRO, GUANAJUATO, MEXICO, 36000","","Political Science | Social Sciences, General"
"REVISTA MEXICANA DE CIENCIAS POLITICAS Y SOCIALES","0185-1918","0185-1918","UNAM, FAC CIENCIAS POLITICAS & SOCIALES","CIUDAD UNIV, DIV ESTUDIOS POSGRADO, CIRCUITO MARIO DE LA CUEVA, MEXICO CITY DF, MEXICO, CP 04510","English, Spanish","Social Sciences, General | Social Sciences, Interdisciplinary"
"REVISTA MEXICANA DE NEUROCIENCIA","1665-5044","1665-5044","ACAD MEXICANA NEUROLOGIA","SAN FRANCISCO, 1384 TORRE B 7O PISO, COL VALLE, MEXICO, MEXICO, DF 03100","","Clinical Neurology | Clinical Medicine"
"REVISTA NOTAS HISTORICAS Y GEOGRAFICAS","0717-036X","0719-4404","UNIV PLAYA ANCHA CIENCIAS EDUCACION","AVENIDA PLAYA ANCHA 850, VALPARAISO, CHILE, 00000","Spanish","Humanities, Multidisciplinary"
"REVISTA NUMISMATICA HECATE","2386-8643","2386-8643","REVISTA NUMISMATICA HECATE","REVISTA NUMISMATICA HECATE, MURCIA, SPAIN, 30420","Spanish","Humanities, Multidisciplinary"
"REVISTA OLHRES","2317-7853","2317-7853","UNIV FED SAO PAULO, DEPT EDUCATION","RUA ROSARIO, 382, GUARULHOS, BRAZIL, SP CEP 0711","","Social Sciences, General | Education & Educational Research"
"REVISTA ON LINE DE POLITICA E GESTAO EDUCACIONAL","1519-9029","1519-9029","UNESP-FACULDADE CIENCIAS & LETRAS","DEPT CIENCIAS EDUCACAO, RODOVIA ARARAQUARA-JAU, KM 1-CAIXA POSTAL 174, ARARAQUARA, BRAZIL, SP 14800-901","English, Portuguese, Spanish","Social Sciences, General | Education & Educational Research"
"REVISTA ORL","2444-7986","2444-7986","UNIV SALAMANCA, EDICIONES","SECRETARIADO PUBLICACIONES & INTERCAMBIO CIENTIFICO, PATIO DE ESCUELAS,1, APARTADO 325, SALAMANCA, SPAIN, 37080","Spanish","Otorhinolaryngology | Clinical Medicine"
"REVISTA PAULISTA DE PEDIATRIA","0103-0582","1984-0462","SOC PEDIATRIA SAO PAULO","ALAMEDA SANTOS 211, 5O ANDAR, SAO PAULO SP, BRAZIL, 01419-000","English, Portuguese, Spanish","Pediatrics"
"REVISTA PEGADA","1676-1871","1676-3025","UNIV ESTADUAL PAULISTA JULIO MESQUITA FILHO, FAC CIENCIAS & TECNOLOGIA","RUA ROBERTO SIMONSEN 305, JARDIM ROSAS, PRESIDENTE PRUDENTE, BRAZIL, SP 19060-900","Portuguese, Spanish","Economics & Business | Industrial Relations & Labor"
"REVISTA PENSAMIENTO AMERICANO","2027-2448","2027-2448","CORP UNIV AMER","CRA 53 NO 64-142, BARRANQUILLA, COLOMBIA, 00000","","Social Sciences, Interdisciplinary"
"REVISTA PERSEITAS","2346-1780","2346-1780","FUNDACION UNIV LUIS AMIGO","TRANSVERSAL 51 A, MEDELLIN, COLOMBIA, 67B 90","Spanish","Humanities, Multidisciplinary"
"REVISTA PERSPECTIVA EMPRESARIAL","2389-8186","2389-8194","CEIPA BUSINESS SCH","CL 77 SUR 40165, SABANETA, ANTIOQUIA, COLOMBIA, 00000","","Business | Economics & Business"
"REVISTA PERUANA DE GINECOLOGIA Y OBSTETRICIA","2304-5124","2304-5124","SOC PERUANA OBSTETRICIA & GINECOLOGIA","AV ARUMBURU 321, OFICINA 4, SAN ISIDRO, LIMA, PERU, 27","Spanish","Obstetrics & Gynecology | Clinical Medicine"
"REVISTA PERUANA DE INVESTIGACION EDUCATIVA","2076-6300","2077-4168","SOC INVESTIGACION EDUCATIVA PERUANA","SOC INVESTIGACION EDUCATIVA PERUANA, LIMA, PERU, 00000","","Social Sciences, General | Education & Educational Research"
"REVISTA PISTIS & PRAXIS-TEOLOGIA E PASTORAL","1984-3755","2175-1838","PONTIFICIA UNIV CATOLICA PARANA-PUCPR","RUA IMACULADA CONCEICAO, 1155 PREDIO ADMINISTRACAO 6 ANDAR, CURITIBA, BRAZIL, 80215-901 PR","English, Portuguese","Religion"
"REVISTA PORTUGUESA DE ENDOCRINOLOGIA DIABETES E METABOLISMO","1646-3439","1646-3439","SOC PORTUGUESA ENDOCRINOLOGIA, DIABETES & METABOLISMO-SPEDM","RUA FERNANDO VICENTE MENDES 1B, LISBON, PORTUGAL, 1600-892","","Clinical Medicine | Endocrinology & Metabolism"
"REVISTA PORTUGUESA DE ESTOMATOLOGIA MEDICINA DENTARIA E CIRURGIA MAXILOFACIAL","1646-2890","1647-6700","SPEMD-SOC PORTUGUESA ESTOMATOLOGIA & MEDICINA DENTARIA","RUA PROF FERNANDO FONSECA, 10A-ESCRITRIO 7, LISBOA, PORTUGAL, 1600-618","","Dentistry, Oral Surgery & Medicine | Clinical Medicine"
"REVISTA PORTUGUESA DE HISTORIA","0870-4147","2183-3796","UNIV COIMBRA, FAC LETRAS","CENTRO HIST SOCIEDADE, LARGO PORTA FERREA, COIMBRA, PORTUGAL, 3004-530","Portuguese","History"
"REVISTA PORTUGUESA DE INVESTIGACAO COMPORTAMENTAL E SOCIAL","2183-4938","2183-4938","INST SUPERIOR MIGUEL TORGA","DEPT INVESTIGACAO & DESENVOLVIMENTO, RUA AUGUSTA 46, COIMBRA, PORTUGAL, 3000-061","English, Portuguese","Social Sciences, General | Social Sciences, Interdisciplinary"
"REVISTA POS CIENCIAS SOCIAIS","1983-4527","2236-9473","UNIV FED MARANHAO, CENTRO CIENCIAS HUMANAS","PPGSOC, AV PORTUGUESES, NO 1966, PREDIO CCH BLOCO 6, TERREO SALA 3-CAMPUS UNIV BANCA, SAN LUIS, BRAZIL, CEP65085-580","English, French, Italian, Portuguese, Spanish","Social Sciences, General | Social Sciences, Interdisciplinary"
"REVISTA PRAXIS EDUCACIONAL","1809-0249","2178-2679","UNIV ESTADUAL SUDOESTE BAHIA","ESTRADA BEM QUERER KM 4, VITORIA CONQUISTA, BRAZIL, BA 45083-900","Portuguese, Spanish","Social Sciences, General | Education & Educational Research"
